ID,prov,site,name,type,lat,lon,alt,alt_pres,info
596,河北,54449,秦皇岛,基本站,3951,11931,2.3999999999999999,3.5,
597,河北,54540,昌黎,一般站,3944,11912,17.600000000000001,18.699999999999999,
598,河北,54541,抚宁,一般站,3954,11914,24.300000000000001,25.399999999999999,
599,河北,54510,大厂,一般站,3955,11657,18.300000000000001,19.300000000000001,
600,河北,54512,固安,一般站,3925,11617,21.399999999999999,22.600000000000001,
601,河北,54515,廊坊,一般站,3930,11642,13.699999999999999,14.800000000000001,
602,河北,54518,霸州,基本站,3910,11624,8.9000000000000004,10.4,
603,河北,54519,永清,一般站,3918,11629,12.199999999999999,13.4,
604,河北,54520,三河,一般站,3958,11705,18.100000000000001,19.300000000000001,
605,河北,54521,香河,一般站,3942,11659,9.4000000000000004,10.6,新址启用
606,河北,54612,文安,一般站,3851,11627,4.2999999999999998,5.4000000000000004,
607,河北,54613,大城,一般站,3842,11637,6.9000000000000004,8,
608,河北,54606,饶阳,基准站,3813,11545,17.899999999999999,18.899999999999999,新址启用
609,河北,54608,深州,一般站,3800,11533,26.100000000000001,27.300000000000001,
610,河北,54609,安平,一般站,3814,11535,22.399999999999999,23.600000000000001,
611,河北,54700,武强,一般站,3802,11556,16.199999999999999,17.399999999999999,
612,河北,54702,衡水,一般站,3744,11542,20.699999999999999,21.899999999999999,
613,河北,54703,武邑,一般站,3748,11553,21.300000000000001,22.5,
614,河北,54704,冀州,一般站,3731,11534,24.800000000000001,26,
615,河北,54707,故城,一般站,3721,11559,27.399999999999999,28.600000000000001,
616,河北,54708,枣强,一般站,3730,11544,23.600000000000001,24.699999999999999,
617,河北,54710,阜城,一般站,3752,11610,18.600000000000001,19.800000000000001,
618,河北,54711,景县,一般站,3742,11617,18.300000000000001,19.5,
619,河北,53773,临漳,一般站,3620,11437,64.599999999999994,65.799999999999997,
620,河北,53886,涉县,一般站,3634,11340,470.39999999999998,471.60000000000002,
621,河北,53890,武安,一般站,3640,11406,280.10000000000002,281.30000000000001,
622,河北,53892,邯郸,一般站,3637,11428,66.599999999999994,67.700000000000003,
623,河北,53893,曲周,一般站,3646,11457,39.600000000000001,40.799999999999997,
624,河北,53894,峰峰,一般站,3624,11412,149.30000000000001,150.5,
625,河北,53895,永年,一般站,3645,11427,111,112,新址启用
626,河北,53896,魏县,一般站,3620,11457,51.600000000000001,52.799999999999997,新址启用
627,河北,53897,磁县,一般站,3624,11421,87.400000000000006,88.599999999999994,新址启用
628,河北,53899,广平,一般站,3629,11458,48.5,49.700000000000003,
629,河北,53980,肥乡,一般站,3633,11448,50.200000000000003,51.299999999999997,
630,河北,53996,成安,一般站,3627,11439,57.899999999999999,59,
631,河北,54640,鸡泽,一般站,3655,11452,36,37.200000000000003,
632,河北,54804,大名,一般站,3618,11511,45.299999999999997,46.5,
633,河北,54809,馆陶,一般站,3633,11517,41.299999999999997,42.5,
634,河北,54820,邱县,一般站,3649,11512,39,40,新址启用
635,河北,54308,丰宁,基准站,4112,11638,735.10000000000002,736.29999999999995,
636,河北,54311,围场,基本站,4158,11746,892.70000000000005,893.79999999999995,
637,河北,54318,隆化,一般站,4119,11744,561.60000000000002,562.79999999999995,
638,河北,54319,平泉,一般站,4100,11840,502.30000000000001,503.30000000000001,
639,河北,54420,滦平,一般站,4056,11720,529,530.10000000000002,
640,河北,54423,承德,基本站,4058,11755,422.30000000000001,423.5,
641,河北,54425,兴隆,一般站,4024,11728,633.20000000000005,634.39999999999998,
642,河北,54430,承德县,一般站,4047,11813,330,331.10000000000002,
643,河北,54432,宽城,一般站,4037,11828,369.3,370.4,
644,河北,54610,任丘,一般站,3844,11606,8.0999999999999996,9.1999999999999993,
645,河北,54614,河间,一般站,3825,11603,10.9,12.4,
646,河北,54615,青县,一般站,3835,11651,8,9.3000000000000007,
647,河北,54616,沧州,一般站,3821,11651,8,9.0999999999999996,
648,河北,54617,献县,一般站,3812,11610,13.300000000000001,14.5,新址启用
649,河北,54618,泊头,基本站,3805,11633,13.199999999999999,14.300000000000001,
650,河北,54624,黄骅,基本站,3824,11719,4.5,6,
651,河北,54626,肃宁,一般站,3825,11549,13.9,15.1,
652,河北,54627,盐山,一般站,3802,11714,8.1999999999999993,9.4000000000000004,
653,河北,54628,海兴,一般站,3809,11729,6.4000000000000004,7.5999999999999996,
654,河北,54644,孟村,一般站,3803,11707,10.5,11.699999999999999,
655,河北,54713,东光,一般站,3753,11632,14.4,15.6,
656,河北,54717,吴桥,一般站,3738,11624,17.100000000000001,18.300000000000001,
657,河北,54719,南皮,一般站,3802,11641,11.1,12.300000000000001,
658,河北,53596,顺平,一般站,3851,11508,52.200000000000003,53.399999999999999,
659,河北,53599,涞源,一般站,3922,11441,884.39999999999998,885.60000000000002,
660,河北,53682,曲阳,一般站,3838,11441,104.09999999999999,105.3,
661,河北,53690,阜平,一般站,3851,11411,281.89999999999998,283.10000000000002,
662,河北,53692,唐县,一般站,3844,11459,66.5,67.599999999999994,
663,河北,53696,定州,一般站,3833,11501,41.899999999999999,42.799999999999997,
664,河北,54502,涿州,一般站,3929,11602,29.300000000000001,30.399999999999999,
665,河北,54503,容城,一般站,3904,11549,12.800000000000001,14,
666,河北,54506,高碑店,一般站,3919,11557,24.600000000000001,25.699999999999999,
667,河北,54507,易县,一般站,3920,11531,49.299999999999997,50.799999999999997,
668,河北,54601,徐水,一般站,3859,11539,13.1,14.300000000000001,
669,河北,54602,保定,基本站,3844,11529,16.800000000000001,17.899999999999999,
670,河北,54603,高阳,一般站,3843,11546,10,11.199999999999999,
671,河北,54604,安国,一般站,3825,11520,29.600000000000001,30.800000000000001,
672,河北,54605,安新,一般站,3856,11556,4.4000000000000004,5.5999999999999996,
673,河北,54607,望都,一般站,3843,11507,45,46.200000000000003,
674,河北,54611,满城,一般站,3856,11519,44.799999999999997,45.899999999999999,
675,河北,54620,蠡县,一般站,3829,11534,18.5,19.699999999999999,
676,河北,54636,雄县,一般站,3901,11606,11.1,12.199999999999999,
677,河南,53889,林州,一般站,3604,11352,414.39999999999998,415.30000000000001,新址启用
678,河南,53898,安阳,基本站,3603,11408,194.80000000000001,195.69999999999999,
679,河南,53972,沁阳,一般站,3503,11254,117.5,118.5,
680,河南,53974,淇县,一般站,3537,11414,70.400000000000006,71.299999999999997,
681,河南,53978,济源,一般站,3505,11238,140.09999999999999,140.90000000000001,
682,河南,53979,博爱,一般站,3509,11305,120,121.09999999999999,
683,河南,53982,焦作,一般站,3514,11316,112,113.5,
684,河南,53983,封丘,一般站,3502,11425,69.599999999999994,70.799999999999997,
685,河南,53984,修武,一般站,3514,11328,82.700000000000003,83.700000000000003,
686,河南,53985,辉县,一般站,3530,11349,140.69999999999999,142.19999999999999,
687,河南,53986,新乡,基本站,3519,11353,73.200000000000003,74.200000000000003,
688,河南,53987,武陟,一般站,3506,11321,94.5,95.5,
689,河南,53988,获嘉,一般站,3516,11340,77.599999999999994,78.799999999999997,
690,河南,53989,原阳,一般站,3505,11359,75.900000000000006,76.900000000000006,
691,河南,53991,汤阴,一般站,3555,11420,93,93.900000000000006,
692,河南,53992,浚县,一般站,3539,11431,58.200000000000003,59.200000000000003,
693,河南,53993,内黄,一般站,3556,11455,51.600000000000001,52.399999999999999,
694,河南,53994,卫辉,一般站,3523,11404,70,71.200000000000003,
695,河南,53995,滑县,一般站,3533,11430,62.5,64.5,
696,河南,53997,延津,一般站,3509,11411,71.099999999999994,72.299999999999997,
697,河南,53998,长垣,一般站,3512,11439,61.600000000000001,62.5,
698,河南,54817,台前,一般站,3559,11552,42.100000000000001,43.100000000000001,
699,河南,54900,濮阳,一般站,3542,11501,53.700000000000003,54.700000000000003,
700,河南,54901,南乐,一般站,3605,11510,47.5,48.5,
701,河南,54902,清丰,一般站,3557,11509,49.299999999999997,50.299999999999997,新址启用
702,河南,54903,范县,一般站,3551,11529,46,47,新址启用
703,河南,57051,三门峡,基本站,3448,11112,409.89999999999998,410.89999999999998,
704,河南,57056,灵宝,一般站,3432,11051,484.5,485.5,
705,河南,57063,渑池,一般站,3446,11146,523.60000000000002,523.60000000000002,
706,河南,57065,宜阳,一般站,3433,11208,317.5,313.5,
707,河南,57066,洛宁,一般站,3424,11140,408.19999999999999,408.69999999999999,
708,河南,57067,卢氏,基本站,3405,11104,658.5,659.5,
709,河南,57070,新安,一般站,3444,11207,364,359.5,
710,河南,57071,孟津,基本站,3449,11226,333.30000000000001,333.19999999999999,
711,河南,57072,孟州,一般站,3455,11245,127.5,128.5,
712,河南,57074,伊川,一般站,3425,11224,252.19999999999999,246.90000000000001,
713,河南,57075,汝州,一般站,3410,11252,203.09999999999999,204.30000000000001,
714,河南,57076,偃师,一般站,3444,11247,189.5,190.09999999999999,
715,河南,57077,栾川,基本站,3347,11139,742.39999999999998,743.39999999999998,
716,河南,57078,汝阳,一般站,3409,11228,336.5,334,
717,河南,57079,温县,一般站,3457,11302,106.40000000000001,106.90000000000001,
718,河南,57080,巩义,一般站,3444,11258,165.19999999999999,166.09999999999999,
719,河南,57081,荥阳,一般站,3448,11326,140.90000000000001,141.90000000000001,
720,河南,57082,登封,一般站,3428,11301,427.10000000000002,428.39999999999998,
721,河南,57083,郑州,基本站,3443,11339,110.40000000000001,111.59999999999999,
722,河南,57084,嵩山,基准站,3430,11303,1178.4000000000001,1179,
723,河南,57085,新密,一般站,3432,11320,259.89999999999998,264.80000000000001,
724,河南,57086,新郑,一般站,3423,11343,116.59999999999999,116.8,
725,河南,57087,长葛,一般站,3416,11344,104.09999999999999,105,
726,河南,57088,禹州,一般站,3411,11330,146,146.5,
727,河南,57089,许昌,基本站,3404,11356,67.200000000000003,68.200000000000003,
728,河南,57090,中牟,一般站,3443,11358,78.099999999999994,80.200000000000003,
729,河南,57091,开封,基本站,3447,11418,73.700000000000003,74.799999999999997,
730,河南,57093,兰考,一般站,3451,11449,73.299999999999997,74,
731,河南,57094,尉氏,一般站,3424,11413,67.400000000000006,68.5,
732,河南,57095,鄢陵,一般站,3407,11409,61.100000000000001,62.200000000000003,
733,河南,57096,杞县,一般站,3432,11447,59.700000000000003,60.700000000000003,
734,河南,57098,扶沟,一般站,3405,11424,58.299999999999997,59.299999999999997,
735,河南,57099,太康,一般站,3404,11451,52.600000000000001,53.600000000000001,
736,河南,57156,西峡,基本站,3318,11130,250.30000000000001,251.30000000000001,
737,河南,57162,嵩县,一般站,3408,11204,440.69999999999999,439.69999999999999,
738,河南,57169,内乡,一般站,3309,11153,221.19999999999999,222.30000000000001,新址启用
739,河南,57173,鲁山,一般站,3345,11253,145.69999999999999,146.80000000000001,
740,河南,57175,镇平,一般站,3305,11215,234,235,新址启用
741,河南,57176,南召,一般站,3329,11225,231.09999999999999,230.40000000000001,
742,河南,57177,舞钢,一般站,3320,11332,89.799999999999997,91.299999999999997,
743,河南,57178,南阳,基本站,3306,11229,180.59999999999999,181.59999999999999,
744,河南,57179,方城,一般站,3317,11300,160.40000000000001,161.59999999999999,
745,河南,57180,郏县,一般站,3359,11312,117.5,118.59999999999999,
746,河南,57181,宝丰,基准站,3353,11303,136.40000000000001,137.40000000000001,
747,河南,57182,襄城,一般站,3351,11331,80.400000000000006,81.400000000000006,
748,河南,57183,临颍,一般站,3348,11355,60,65.200000000000003,
749,河南,57184,叶县,一般站,3338,11318,97.5,98.5,
750,河南,57185,舞阳,一般站,3327,11335,91.099999999999994,92.099999999999994,
751,河南,57186,漯河,一般站,3336,11403,58.700000000000003,59.799999999999997,
752,河南,57187,社旗,一般站,3304,11256,118,119.3,
753,河南,57188,西平,一般站,3322,11402,55.899999999999999,56.799999999999997,
754,河南,57189,遂平,一般站,3308,11357,64.599999999999994,65.5,
755,河南,57190,黄泛区,一般站,3345,11424,50.5,51.600000000000001,
756,河南,57191,通许,一般站,3431,11428,64.200000000000003,65.099999999999994,
757,河南,57192,淮阳,一般站,3344,11451,45.5,46.600000000000001,
758,河南,57193,西华,基本站,3347,11431,52.600000000000001,53.600000000000001,
759,河南,57194,上蔡,一般站,3317,11416,59.799999999999997,60.899999999999999,
760,河南,57195,川汇区,一般站,3337,11437,46.600000000000001,47.600000000000001,
761,河南,57196,项城,一般站,3328,11452,42,42.799999999999997,
762,河南,57197,汝南,一般站,3258,11421,50.100000000000001,51.100000000000001,
763,河南,57198,商水,一般站,3330,11434,44.600000000000001,45.600000000000001,
764,河南,57261,淅川,一般站,3307,11131,233,234.5,
765,河南,57271,新野,一般站,3231,11223,87.700000000000003,88.700000000000003,
766,河南,57273,唐河,一般站,3241,11251,109.5,110.5,
767,河南,57274,邓州,一般站,3242,11207,107.59999999999999,108.8,
768,河南,57281,泌阳,一般站,3242,11318,142.19999999999999,143.09999999999999,
769,河南,57285,桐柏,基本站,3223,11325,153,154,
770,河南,57290,驻马店,基本站,3256,11355,106.2,107.2,
771,河南,57292,平舆,一般站,3258,11438,44.399999999999999,45.299999999999997,
772,河南,57293,新蔡,一般站,3244,11459,38,39.100000000000001,
773,河南,57294,确山,一般站,3250,11401,83.599999999999994,84.599999999999994,
774,河南,57295,正阳,一般站,3237,11421,78.5,80.200000000000003,
775,河南,57296,息县,一般站,3221,11444,48.899999999999999,50.100000000000001,
776,河南,57297,信阳,基本站,3208,11403,114.5,115.40000000000001,
777,河南,57298,罗山,一般站,3213,11433,55.399999999999999,56.200000000000003,
778,河南,57299,光山,一般站,3201,11454,49.399999999999999,50.600000000000001,
779,河南,57390,鸡公山,一般站,3148,11404,733.5,734.70000000000005,
780,河南,57396,新县,一般站,3138,11451,128.69999999999999,129.69999999999999,
781,河南,58001,睢县,一般站,3426,11506,56.299999999999997,56.899999999999999,
782,河南,58004,民权,一般站,3439,11509,60.600000000000001,61.600000000000001,
783,河南,58005,商丘,基准站,3426,11532,50.799999999999997,51.799999999999997,
784,河南,58006,虞城,一般站,3423,11553,46.299999999999997,50.600000000000001,
785,河南,58007,柘城,一般站,3404,11518,47.200000000000003,53.200000000000003,
786,河南,58008,宁陵,一般站,3428,11520,54.399999999999999,59.200000000000003,
787,河南,58017,夏邑,一般站,3415,11608,41,42,
788,河南,58100,郸城,一般站,3339,11510,41.399999999999999,42.399999999999999,
789,河南,58101,鹿邑,一般站,3352,11529,41.299999999999997,42.799999999999997,
790,河南,58104,沈丘,一般站,3324,11504,41.200000000000003,42.5,
791,河南,58111,永城,基本站,3358,11627,32.5,33.5,
792,河南,58205,淮滨,一般站,3228,11526,34.899999999999999,36,
793,河南,58207,潢川,一般站,3210,11503,42.799999999999997,44,
794,河南,58208,固始,基本站,3210,11537,42.899999999999999,43.899999999999999,
795,河南,58301,商城,一般站,3149,11523,92.099999999999994,92.900000000000006,
796,黑龙江,50136,漠河,基准站,5258,12231,438.5,439.69999999999999,
797,黑龙江,50137,北极村,一般站,5328,12222,296,297.30000000000001,
798,黑龙江,50246,塔河,基本站,5221,12443,361.89999999999998,363,
799,黑龙江,50247,呼中,基本站,5202,12334,514.5,514.89999999999998,
800,黑龙江,50349,新林,基本站,5140,12424,501.5,502.19999999999999,
801,黑龙江,50353,呼玛,基本站,5144,12638,173.90000000000001,174.80000000000001,
802,黑龙江,50442,加格达奇,基准站,5024,12407,371.69999999999999,372.69999999999999,
803,黑龙江,50468,爱辉,基本站,5015,12727,166.40000000000001,167.40000000000001,
804,黑龙江,50557,嫩江,基本站,4910,12514,242.19999999999999,243,
805,黑龙江,50564,孙吴,基准站,4926,12721,234.5,236,
806,黑龙江,50566,逊克,一般站,4933,12828,116,117.43000000000001,
807,黑龙江,50646,讷河,一般站,4829,12451,202.80000000000001,204.40000000000001,
808,黑龙江,50655,五大连池,一般站,4830,12611,266.80000000000001,268.19999999999999,
809,黑龙江,50656,北安,基本站,4815,12630,278.39999999999998,279.10000000000002,
810,黑龙江,50658,克山,基本站,4803,12553,236,237,
811,黑龙江,50659,克东,一般站,4802,12615,291.80000000000001,293.10000000000002,
812,黑龙江,50673,嘉荫,一般站,4853,13024,90.400000000000006,92.299999999999997,
813,黑龙江,50674,乌伊岭,基准站,4834,12926,404.5,406,
814,黑龙江,50739,龙江,基本站,4718,12315,209.33000000000001,209.90000000000001,
815,黑龙江,50741,甘南,一般站,4756,12330,185.19999999999999,186.30000000000001,
816,黑龙江,50742,富裕,基准站,4748,12429,162.69999999999999,163.80000000000001,
817,黑龙江,50745,齐齐哈尔,基本站,4723,12355,147.09999999999999,148,
818,黑龙江,50749,林甸,一般站,4711,12450,154.59999999999999,156.09999999999999,
819,黑龙江,50750,依安,一般站,4754,12518,226.40000000000001,227.90000000000001,
820,黑龙江,50755,拜泉,一般站,4737,12604,249.80000000000001,251.19999999999999,
821,黑龙江,50756,海伦,基准站,4727,12652,247.40000000000001,248,
822,黑龙江,50758,明水,基本站,4711,12554,246,248.30000000000001,
823,黑龙江,50767,绥棱,一般站,4714,12706,202.69999999999999,204,
824,黑龙江,50772,五营,一般站,4806,12914,288,299.10000000000002,
825,黑龙江,50774,伊春,基本站,4742,12850,264.80000000000001,265.80000000000001,
826,黑龙江,50775,鹤岗,一般站,4720,13012,182.30000000000001,183.30000000000001,
827,黑龙江,50776,萝北,一般站,4734,13050,83.299999999999997,84.700000000000003,
828,黑龙江,50778,同江,基准站,4740,13232,57.5,59.100000000000001,
829,黑龙江,50779,抚远,一般站,4822,13417,40,41.200000000000003,
830,黑龙江,50787,绥滨,一般站,4719,13150,62.700000000000003,63.700000000000003,
831,黑龙江,50788,富锦,基本站,4714,13159,66.400000000000006,68.400000000000006,
832,黑龙江,50842,杜蒙,一般站,4650,12425,145.40000000000001,146.90000000000001,
833,黑龙江,50844,泰来,基本站,4624,12327,138.80000000000001,139.5,
834,黑龙江,50850,大庆,一般站,4634,12508,147.19999999999999,148.40000000000001,
835,黑龙江,50851,青冈,一般站,4641,12605,207.40000000000001,208.80000000000001,
836,黑龙江,50852,望奎,一般站,4650,12627,169.09999999999999,170.40000000000001,
837,黑龙江,50853,北林,基本站,4637,12658,179.59999999999999,181.19999999999999,
838,黑龙江,50854,安达,基本站,4623,12519,149.30000000000001,150.40000000000001,
839,黑龙江,50858,肇东,一般站,4601,12548,159.5,161,
840,黑龙江,50859,兰西,一般站,4617,12617,169.30000000000001,169.90000000000001,
841,黑龙江,50861,庆安,一般站,4653,12729,182.40000000000001,183.19999999999999,
842,黑龙江,50862,铁力,基本站,4659,12759,206,207,
843,黑龙江,50867,巴彦,一般站,4605,12721,134.09999999999999,135.5,
844,黑龙江,50871,汤原,一般站,4644,12953,95.099999999999994,96.400000000000006,
845,黑龙江,50873,佳木斯,基准站,4647,13018,82,83.099999999999994,
846,黑龙江,50877,依兰,基本站,4618,12935,100.09999999999999,101.59999999999999,
847,黑龙江,50878,桦川,一般站,4700,13043,78.200000000000003,79.200000000000003,
848,黑龙江,50879,桦南,一般站,4613,13033,187,188,
849,黑龙江,50880,集贤,一般站,4644,13107,102.3,103.90000000000001,
850,黑龙江,50881,友谊,一般站,4647,13147,70.5,71.299999999999997,新建站点
851,黑龙江,50884,双鸭山,一般站,4638,13109,175.30000000000001,176.80000000000001,
852,黑龙江,50888,宝清,基本站,4623,13210,79.599999999999994,80.599999999999994,
853,黑龙江,50892,饶河,一般站,4648,13400,54.399999999999999,55.299999999999997,
854,黑龙江,50950,肇州,基准站,4542,12515,148.69999999999999,150.19999999999999,
855,黑龙江,50953,哈尔滨,基本站,4556,12634,118.3,117.7,
856,黑龙江,50954,肇源,一般站,4530,12505,127.5,123,
857,黑龙江,50955,双城,基本站,4524,12619,168.30000000000001,168.80000000000001,
858,黑龙江,50956,呼兰,一般站,4605,12646,134.5,135.30000000000001,
859,黑龙江,50958,阿城,一般站,4532,12656,168.19999999999999,166.59999999999999,
860,黑龙江,50960,宾县,一般站,4544,12723,184.19999999999999,184.09999999999999,
861,黑龙江,50962,木兰,一般站,4557,12802,112.09999999999999,113.5,
862,黑龙江,50963,通河,基本站,4558,12844,108.59999999999999,110,
863,黑龙江,50964,方正,一般站,4550,12848,119.3,120.2,
864,黑龙江,50965,延寿,一般站,4526,12816,167.19999999999999,168.30000000000001,
865,黑龙江,50968,尚志,基准站,4513,12758,189.69999999999999,191,
866,黑龙江,50971,七台河,一般站,4546,13101,223.5,225.09999999999999,
867,黑龙江,50973,勃利,基本站,4545,13036,234.40000000000001,235.19999999999999,
868,黑龙江,50978,鸡西,基本站,4518,13055,272.5,273.10000000000002,
869,黑龙江,50979,林口,一般站,4516,13014,274.69999999999999,275.69999999999999,
870,黑龙江,50983,虎林,基本站,4546,13258,100.2,101.09999999999999,
871,黑龙江,50985,密山,一般站,4533,13152,151.69999999999999,153.09999999999999,
872,黑龙江,50987,鸡东,一般站,4516,13106,219.90000000000001,220.90000000000001,
873,黑龙江,54080,五常,一般站,4454,12709,194.59999999999999,196.5,
874,黑龙江,54092,海林,一般站,4436,12924,292.10000000000002,294.80000000000001,
875,黑龙江,54093,穆棱,一般站,4456,13033,266.30000000000001,266.89999999999998,
876,黑龙江,54094,牡丹江,基本站,4430,12940,305.69999999999999,306.5,
877,黑龙江,54096,绥芬河,基本站,4423,13110,567.79999999999995,568.60000000000002,
878,黑龙江,54098,宁安,一般站,4420,12928,267.89999999999998,268.80000000000001,
879,黑龙江,54099,东宁,一般站,4405,13108,148.59999999999999,151.30000000000001,
880,湖北,57249,竹溪,一般站,3219,10941,448.19999999999999,449.60000000000002,
881,湖北,57251,郧西,基准站,3300,11024,317.30000000000001,318.10000000000002,新址启用
882,湖北,57253,郧阳,一般站,3250,11052,244.80000000000001,245.59999999999999,新址启用、台站名称变更
883,湖北,57256,十堰,基本站,3239,11047,286.5,287.30000000000001,
884,湖北,57257,竹山,一般站,3214,11014,307,308.39999999999998,
885,湖北,57259,房县,基本站,3203,11045,426.89999999999998,427.89999999999998,
886,湖北,57260,丹江口,一般站,3234,11131,133.40000000000001,134.80000000000001,
887,湖北,57265,老河口,基本站,3226,11144,132.09999999999999,133.09999999999999,
888,湖北,57268,谷城,一般站,3216,11137,120,121,
889,湖北,57278,襄阳,基本站,3200,11205,163.40000000000001,164.40000000000001,
890,湖北,57279,枣阳,基本站,3209,11245,125.5,127,
891,湖北,57355,巴东,基本站,3102,11022,334,335,
892,湖北,57358,秭归,基准站,3050,11058,295.5,296.5,
893,湖北,57359,兴山,基本站,3121,11044,336.80000000000001,337.80000000000001,
894,湖北,57361,保康,一般站,3153,11116,327.69999999999999,329.10000000000002,
895,湖北,57362,神农架,一般站,3145,11040,935.20000000000005,941.89999999999998,
896,湖北,57363,南漳,基准站,3148,11150,151,151.90000000000001,
897,湖北,57368,远安,一般站,3103,11138,141.5,142.5,
898,湖北,57370,宜城,一般站,3144,11213,67.799999999999997,68.799999999999997,
899,湖北,57377,荆门,一般站,3100,11213,191.90000000000001,184.80000000000001,
900,湖北,57378,钟祥,基本站,3112,11238,108,108.90000000000001,新址启用
901,湖北,57381,随州,基本站,3137,11320,116.3,117.3,
902,湖北,57385,广水,一般站,3137,11349,93.299999999999997,94.599999999999994,
903,湖北,57386,孝昌,一般站,3115,11400,51.600000000000001,53.100000000000001,
904,湖北,57387,京山,一般站,3100,11308,84.599999999999994,80.299999999999997,
905,湖北,57388,安陆,一般站,3116,11342,53.700000000000003,54.299999999999997,
906,湖北,57389,云梦,一般站,3102,11345,32.200000000000003,33.700000000000003,
907,湖北,57395,大悟,基本站,3134,11407,74.900000000000006,71.799999999999997,
908,湖北,57398,红安,一般站,3117,11437,74.299999999999997,75.299999999999997,
909,湖北,57399,麻城,基本站,3108,11457,74.299999999999997,75.200000000000003,
910,湖北,57439,利川,基本站,3017,10856,1074.0999999999999,1075.8,
911,湖北,57445,建始,基本站,3036,10943,609.20000000000005,605.39999999999998,
912,湖北,57447,恩施,基准站,3017,10928,457.10000000000002,458,
913,湖北,57453,夷陵区,一般站,3046,11119,115.2,116.40000000000001,
914,湖北,57458,五峰,基本站,3012,11040,619.89999999999998,620.70000000000005,
915,湖北,57460,当阳,一般站,3049,11147,91.799999999999997,92.900000000000006,
916,湖北,57461,宜昌,基本站,3044,11122,256.5,257.5,
917,湖北,57462,三峡,一般站,3052,11105,139.90000000000001,99,无人站
918,湖北,57464,长阳,一般站,3028,11111,142.59999999999999,143.80000000000001,
919,湖北,57465,宜都,一般站,3022,11126,120.09999999999999,121.09999999999999,新址启用
920,湖北,57466,枝江,一般站,3026,11146,50,51,
921,湖北,57469,松滋,一般站,3011,11146,69.5,68.700000000000003,
922,湖北,57475,潜江,一般站,3024,11254,31.199999999999999,39.200000000000003,
923,湖北,57476,荆州,基本站,3021,11209,31.800000000000001,33.399999999999999,
924,湖北,57477,公安,一般站,3004,11213,38.399999999999999,39.299999999999997,
925,湖北,57481,应城,一般站,3057,11334,30.399999999999999,31.899999999999999,
926,湖北,57482,孝感,基准站,3054,11357,25.5,26.300000000000001,
927,湖北,57483,天门,基本站,3040,11308,31.899999999999999,32.799999999999997,
928,湖北,57484,沙洋,一般站,3044,11233,57.200000000000003,58.299999999999997,
929,湖北,57485,仙桃,一般站,3018,11329,23.699999999999999,24.899999999999999,
930,湖北,57486,汉川,一般站,3039,11351,25,26,
931,湖北,57489,蔡甸,一般站,3031,11400,23.600000000000001,24.899999999999999,
932,湖北,57491,黄陂,一般站,3052,11424,31.399999999999999,32.299999999999997,
933,湖北,57492,新洲,一般站,3050,11450,40.700000000000003,41.600000000000001,
934,湖北,57493,江夏,基本站,3021,11420,73.5,74.400000000000006,
935,湖北,57494,武汉,基本站,3036,11403,23.600000000000001,24.600000000000001,
936,湖北,57495,团风,一般站,3040,11453,28.100000000000001,29.600000000000001,
937,湖北,57496,鄂州,一般站,3015,11437,35.299999999999997,36.5,新址启用
938,湖北,57498,黄冈,一般站,3031,11456,26.199999999999999,26.899999999999999,
939,湖北,57499,大冶,一般站,3004,11453,40.299999999999997,37.299999999999997,
940,湖北,57540,咸丰,一般站,2941,10909,776.89999999999998,771.79999999999995,
941,湖北,57541,宣恩,一般站,3000,10929,532.5,535.60000000000002,
942,湖北,57543,鹤峰,一般站,2954,11002,539.79999999999995,540.79999999999995,
943,湖北,57545,来凤,基本站,2932,10925,502.80000000000001,503.80000000000001,
944,湖北,57571,石首,一般站,2940,11225,37.399999999999999,38.399999999999999,新址启用
945,湖北,57573,监利,基本站,2950,11254,30,35.100000000000001,
946,湖北,57581,洪湖,基本站,2949,11327,27.399999999999999,28.399999999999999,
947,湖北,57582,赤壁,一般站,2943,11353,46.899999999999999,41.899999999999999,
948,湖北,57583,嘉鱼,基本站,2955,11358,61.700000000000003,62.600000000000001,
949,湖北,57586,崇阳,一般站,2932,11402,78.5,80.5,
950,湖北,57589,通城,一般站,2916,11353,146.19999999999999,147.19999999999999,
951,湖北,57590,咸宁,一般站,2951,11422,98.799999999999997,97.799999999999997,
952,湖北,57595,通山,基本站,2936,11430,76.099999999999994,76.599999999999994,
953,湖北,57596,金沙,一般站,2938,11412,751.39999999999998,752.29999999999995,
954,湖北,58401,罗田,一般站,3045,11524,123.09999999999999,124.59999999999999,
955,湖北,58402,英山,基本站,3044,11540,123.8,128.59999999999999,
956,湖北,58404,浠水,一般站,3028,11513,61.799999999999997,63.299999999999997,
957,湖北,58407,黄石,基本站,3014,11502,32.200000000000003,33.200000000000003,
958,湖北,58408,蕲春,一般站,3014,11526,35.100000000000001,36.299999999999997,
959,湖北,58409,黄梅,一般站,3006,11556,32,33.600000000000001,
960,湖北,58500,阳新,基本站,2954,11513,57,58.200000000000003,新址启用
961,湖北,58501,武穴,一般站,2955,11538,23.5,24.899999999999999,
962,湖南,57544,龙山,一般站,2928,10927,488.69999999999999,489.69999999999999,
963,湖南,57554,桑植,基本站,2924,11010,322.19999999999999,320.89999999999998,
964,湖南,57558,张家界,一般站,2908,11028,183.5,184.5,
965,湖南,57562,石门,基准站,2935,11122,116.90000000000001,117.90000000000001,
